id,script,inflection,comment,type,suppress
11406,bedford this is bedford,w,"Custom ""This is"" announcements for TL",,
11407,luton airport parkway this is luton airport parkway ,w,"Custom ""This is"" announcements for TL",,
11408,blackfriars this is blackfriars,w,"Custom ""This is"" announcements for TL",,
11409,elephant and castle this is elephant and castle,w,"Custom ""This is"" announcements for TL",,
11410,please note all customers alighting at stations,s,,,
11411,between luton and bedford,m,,,
11412,please take extra care using the footbridges and platforms,m,,,
11413,as there may well be slippery areas,m,,,
11414,even though they will have been treated for wet or icy conditions,e,,,
11464,would customers for the,s,thuh,,
11465,would customers for the,s,thee,,
11466,please proceed to platform 0,m,,,
11467,please proceed to platform 1,m,,,
11468,please proceed to platform 1a,m,,,
11469,please proceed to platform 1b,m,,,
11470,please proceed to platform 2,m,,,
11471,please proceed to platform 2a,m,,,
11472,please proceed to platform 2b,m,,,
11473,please proceed to platform 3,m,,,
11474,please proceed to platform 3a,m,,,
11475,please proceed to platform 3b,m,,,
11476,please proceed to platform 4,m,,,
11477,please proceed to platform 4a,m,,,
11478,please proceed to platform 4b,m,,,
11479,please proceed to platform 5,m,,,
11480,please proceed to platform 5a,m,,,
11481,please proceed to platform 5b,m,,,
11482,please proceed to platform 6,m,,,
11483,please proceed to platform 6a,m,,,
11484,please proceed to platform 6b,m,,,
11485,please proceed to platform 7,m,,,
11486,please proceed to platform 7a,m,,,
11487,please proceed to platform 7b,m,,,
11488,please proceed to platform 8,m,,,
11489,please proceed to platform 8a,m,,,
11490,please proceed to platform 8b,m,,,
11491,please proceed to platform 9,m,,,
11492,please proceed to platform 9a,m,,,
11493,please proceed to platform 9b,m,,,
11494,please proceed to platform 10,m,,,
11495,please proceed to platform 10a,m,,,
11496,please proceed to platform 10b,m,,,
11497,please proceed to platform 11,m,,,
11498,please proceed to platform 11a,m,,,
11499,please proceed to platform 11b,m,,,
11500,please proceed to platform 12,m,,,
11501,please proceed to platform 12a,m,,,
11502,please proceed to platform 12b,m,,,
11503,please proceed to platform 13,m,,,
11504,please proceed to platform 13a,m,,,
11505,please proceed to platform 13b,m,,,
11506,please proceed to platform 14,m,,,
11507,please proceed to platform 14a,m,,,
11508,please proceed to platform 14b,m,,,
11509,please proceed to platform 15,m,,,
11510,please proceed to platform 15a,m,,,
11511,please proceed to platform 15b,m,,,
11512,please proceed to platform 16,m,,,
11513,please proceed to platform 16a,m,,,
11514,please proceed to platform 16b,m,,,
11515,please proceed to platform 17,m,,,
11516,please proceed to platform 17a,m,,,
11517,please proceed to platform 17b,m,,,
11518,please proceed to platform 18,m,,,
11519,please proceed to platform 18a,m,,,
11520,please proceed to platform 18b,m,,,
11521,please proceed to platform 19,m,,,
11522,please proceed to platform 19a,m,,,
11523,please proceed to platform 19b,m,,,
11524,please proceed to platform 20,m,,,
11525,please proceed to platform 20a,m,,,
11526,please proceed to platform 20b,m,,,
11527,please proceed to platform 21,m,,,
11528,please proceed to platform 21a,m,,,
11529,please proceed to platform 21b,m,,,
11530,arriva trains wales,m,,toc,
11531,arriva trains wales service from,m,,toc,
11532,arriva trains wales service to,m,,toc,
11533,southern,m,,toc,
11534,southern service from,m,,toc,
11535,southern service to,m,,toc,
11536,midland mainline high speed train,m,,toc,
11537,midland mainline high speed train service from,m,,toc,
11538,midland mainline high speed train service to,m,,toc,
11539,where they should check the platform screens,e,,,
11540,where they should check the platform screens for further information,e,,,
11541,where they should check the platform screens,m,,,
11542,and listen for further announcements,e,,,
11543,first great western adelante,m,,toc,
11544,first great western adelante,e,,toc,
11545,first great western adelante service to,m,,toc,
11546,first great western adelante service from,m,,toc,
11547,southeastern trains,m,,toc,
11548,southeastern trains,e,,toc,
11549,southeastern trains service to,m,,toc,
11550,southeastern trains service from,m,,toc,
11551,arriva trains northern,m,,toc,
11552,arriva trains northern service from,m,,toc,
11553,arriva trains northern service to,m,,toc,
11554,midland mainline turbostar,m,,toc,
11555,midland mainline turbostar service from,m,,toc,
11556,midland mainline turbostar service to,m,,toc,
11557,attention attention,w,,,
11558,please leave the station immediately,w,,,
11559,southeastern,m,,toc,
11560,southeastern service to,m,,toc,
11561,southeastern service from,m,,toc,
11563,where the train was originally due to terminate,e,,,
11564,where the train was originally due to divide,e,,,
11565,may we have your attention please,w,,,
11566,customer information,w,,,
11567,were sorry to advise you that connecting mainline services to,s,,,
11568,were sorry to advise you that connecting suburban services to,s,,,
11569,were sorry to advise you that connecting mainline,s,,,
11570,were sorry to advise you that connecting suburban,s,,,
11571,were sorry to announce that all services to,s,,,
11572,are subject to delay,e,,,
11573,direction have come to a stand,e,,,
11574,were sorry to announce that all services in the,s,,,
11575,direction are subject to delay,e,,,
11576,were in the process of trying to arrange alternative transport,w,,,
11577,were sorry to inform customers due to travel to,s,,,
11578,were sorry to inform customers due to travel on the,s,,,
11579,that due to,m,,,
11580,we would like to inform customers that,s,,,
11581,the new summer timetable commences on,m,,,
11582,we would like to inform customers,s,,,
11583,the new winter timetable commences on,m,,,
11584,were sorry for the temporary closure of the ticket sales point today,w,,,
11585,customers are advised that a rail replacement bus service,s,,,
11586,where you should change for connecting services,e,,,
11587,were sorry to inform you that services to,s,,,
11588,were sorry to advise you that,s,,,
11589,were sorry to inform you that the,s,,,
11590,were sorry to announce that there are no direct services from,s,,,
11591,were sorry to announce that the (old),s,older cut which doesn't seem widely used,,
11592,were sorry to advise you that london underground have advised,s,,,
11593,that services on the,m,,,
11594,were sorry to inform you that london underground have advised,s,,,
11595,that services on the,m,,,
11596,were sorry to inform customers that,s,,,
11597,all london underground services have been suspended,e,,,
11598,were sorry to inform customers that due to,s,,,
11599,all london underground services have been suspended,e,,,
11600,for your personal safety and security,s,,,
11601,travel safe officers are present on stations,m,,,
11602,and trains in this area,e,,,
11603,british transport police and travel safe officers,s,,,
11604,are present on stations and trains in this area,e,,,
11605,are present on stations in this area,e,,,
11606,are present at stations in this area,e,,,
11607,are present on trains in this area,e,,,
11608,you are reminded that penalty fares,s,,,
11609,apply on services from this station,e,,,
11610,you are reminded that penalty fares apply on,s,,,
11611,services from this station,e,,,
11612,you must ensure that you are in possession of a valid ticket,s,,,
11613,or permit to travel when travelling from this station,e,,,
11614,you must ensure that youre in possession of a valid ticket,s,,,
11615,or permit to travel when travelling from this station,e,,,
11616,otherwise you may be liable to a penalty fare,w,,,
11617,please ask station staff for information,w,,,
11618,youre reminded that the station can be a dangerous environment,w,,,
11619,trains may pass through at high speed and without prior warning,w,,,
11620,in the interests of safety,s,,,
11621,please stand back from the edge of the platform,e,,,
11622,in the interests of safety,s,,,
11623,please stand back from the edge of the platform,m,,,
11624,until your train comes to a complete halt,e,,,
11625,until your train comes to a complete stop,e,,,
11626,please close all doors and stand clear of the train,w,,,
11627,the train now at platform,s,,,
11628,is ready to depart,e,,,
11629,the train now at platform 1 is ready to depart,w,,,
11630,the train now at platform 2 is ready to depart,w,,,
11631,the train now at platform 3 is ready to depart,w,,,
11632,the train now at platform 4 is ready to depart,w,,,
11633,the train now at platform 5 is ready to depart,w,,,
11634,the train now at platform 6 is ready to depart,w,,,
11635,the train now at platform 7 is ready to depart,w,,,
11636,the train now at platform 8 is ready to depart,w,,,
11637,the train now at platform 9 is ready to depart,w,,,
11638,the train now at platform 10 is ready to depart,w,,,
11639,the train now at platform 11 is ready to depart,w,,,
11640,the train now at platform 12 is ready to depart,w,,,
11641,if youre not intending to travel please do not board this train,w,,,
11642,please stand clear of the train,w,,,
11643,close all doors and stand clear of the train,w,,,
11644,please note that its illegal and dangerous to ride,s,,,
11645,bicycles and skateboards,m,,,
11646,or use rollerblades on the station,e,,,
11647,were sorry to announce that the,s,,,
11648,were sorry for the delay to this service,w,,,
11649,were very sorry for the delay to this service,w,,,
11650,were extremely sorry for the severe delay to this service,w,,,
11651,were sorry for the delay this will cause to your journey,w,,,
11652,stand away from the next train at platform 1,w,,,
11653,stand away from the next train at platform 2,w,,,
11654,stand away from the next train at platform 3,w,,,
11655,stand away from the next train at platform 4,w,,,
11656,stand away from the next train at platform 5,w,,,
11657,stand away from the next train at platform 6,w,,,
11658,stand away from the next train at platform 7,w,,,
11659,stand away from the next train at platform 8,w,,,
11660,stand away from the next train at platform 9,w,,,
11661,stand away from the next train at platform 10,w,,,
11662,stand away from the next train at platform 11,w,,,
11663,stand away from the next train at platform 12,w,,,
11664,stand away from the next train at platform,s,,,
11665,this train is not in use,w,,,
11666,district line stations to,m,,,
11667,all district line stations to,m,,,
11668,will operate from this station to,m,,,
11669,british transport police are present on stations and trains,s,,,
11670,in this area,e,,,
11671,are subject to delays,e,,,
11672,are subject to delays due to,m,,,
11673,are subject to delays in the,m,,,
11674,are subject to delays at,m,,,
11675,please listen for further announcements regarding connecting services,w,,,
11676,please listen for further on train announcements,s,"""on trains""",,
11677,please listen for further announcements when you change at,s,,,
11678,regarding connecting services,e,,,
11679,please listen for further on train announcements when you change at,s,,,
11680,we do thank you for your patience and understanding,s,,,
11681,during these very difficult circumstances,e,,,
11682,were sorry to inform customers that the,s,,,
11683,were sorry to inform customers that due to,s,,,
11684,line that the,m,,,
11685,line that,m,,,
11686,we would like to remind customers that the,s,,,
11687,new summer timetable commences on,m,,,
11688,we would like to remind customers that the,s,,,
11689,new winter timetable commences on,m,,,
11690,we would like to remind customers that the,s,,,
11691,new timetable commences on,m,,,
11692,we would like to inform customers that the,s,,,
11693,new winter timetable commences on,m,,,
11694,services are subject to delay cancellation diversion,e,,,
11695,services are subject to delay cancellation and diversion,e,,,
11696,services are subject to delay cancellation or diversion,e,,,
11697,were sorry to inform customers that services to,s,,,
11698,we are sorry for the extreme delay,s,,,
11699,which has been caused to services today,e,,,
11700,we are sorry for the extreme delay,s,,,
11701,which has been caused to services today due to,m,,,
11702,at the moment we cannot give you an estimate regarding,s,,,
11703,the resumption of services from this station,e,,,
11704,at the moment we cannot give you an estimate,s,,,
11705,regarding the resumption of services in the,m,,,
11706,direction,e,,,
11707,at the moment we cannot give you an estimate,s,,,
11708,regarding the resumption of services from the station in the,m,,,
11709,at the moment latest estimates expect services to be moving in,s,,,
11710,latest estimates expect services to be moving in,s,,,
11711,10 minutes,e,,,
11712,15 minutes,e,,,
11713,20 minutes,e,,,
11714,25 minutes,e,,,
11715,30 minutes,e,,,
11716,35 minutes,e,,,
11717,40 minutes,e,,,
11718,45 minutes,e,,,
11719,50 minutes,e,,,
11720,1 hour,e,,,
11721,please purchase your tickets or permits to travel,s,,,
11722,from the self service ticket machines,e,,,
11723,please purchase your tickets,s,,,
11724,from the self service ticket machines,m,,,
11725,or on board the train from the conductor,e,,,
11726,on board the train from the conductor,m,,,
11727,or from the first manned station,m,,,
11728,if changing for connecting services,e,,,
11729,from the self service ticket machines,m,,,
11730,on board the train from the conductor,e,,,
11731,from the first manned station if changing for connecting services,e,,,
11732,were sorry to advise customers that all services to,s,,,
11733,are being diverted,m,,,
11734,and are not calling at this station,e,,,
11735,were sorry to advise customers that due to,s,,,
11736,all services to,m,,,
11737,are being diverted,e,,,
11738,regarding connecting services,e,,,
11815,we are pleased to be able to advise you,s,,,
11816,that london underground are currently reporting normal services,m,,,
11817,on all lines,e,,,
11818,london underground have advised that delays are occurring on the,m,,,
11819,london underground have advised that minor delays are occurring on the,m,,,
11820,london underground have advised that major delays are occurring on the,m,,,
11821,we are sorry to announce that all services have come to a stand,w,,,
11822,we are sorry to announce that all services are subject to delay,w,,,
11823,we are sorry to inform you that london underground have advised,s,,,
11824,that services on the east london line from new cross gate,m,,,
11825,have been suspended,e,,,
11826,that services on the northern line from new cross gate,m,,,
11827,on behalf of all the train operating companies,s,,,
11828,wed like to take this opportunity to wish you a very merry christmas,m,,,
11829,and a prosperous new year,e,,,
11830,our contractors have been called to attend to the fault,s,,,
11831,and in the interim period,m,,,
11832,we will try to keep you informed as much as possible,e,,,
11833,but please note that all stations on this line are affected,e,,,
11834,and the amount of announcements made at each station may be reduced,e,,,
11835,we are sorry to inform you that,s,,,
11836,have advised that services on the,m,,,
11837,line are subject to delay,e,,,
11838,line are subject to cancellation,e,,,
11839,line are subject to both delay and cancellation,e,,,
11840,please avoid the,s,,,
11841,line if possible,e,,,
11842,this service is expected to arrive at,s,,,
11843,this service is currently delayed,w,,,
11844,the next service to arrive will be the,s,,,
11845,this service is expected at,s,,,
11846,please listen for further announcements,w,,,
11851,please join the front coach furthest from the ticket barrier,w,,,
11852,please join the front 2 coaches furthest from the ticket barrier,w,,,
11853,please join the front 3 coaches furthest from the ticket barrier,w,,,
11854,please join the front 4 coaches furthest from the ticket barrier,w,,,
11855,please join the front 5 coaches furthest from the ticket barrier,w,,,
11856,please join the front 6 coaches furthest from the ticket barrier,w,,,
11857,please join the front 7 coaches furthest from the ticket barrier,w,,,
11858,please join the front 8 coaches furthest from the ticket barrier,w,,,
11859,please join the front 9 coaches furthest from the ticket barrier,w,,,
11860,please join the front 10 coaches furthest from the ticket barrier,w,,,
11861,please join the front 11 coaches furthest from the ticket barrier,w,,,
11862,please join the front 12 coaches furthest from the ticket barrier,w,,,
11863,note that the front,s,,,
11864,note that the middle,s,,,
11865,note that the rear,s,,,
11866,and that the front,m,,,
11867,and that the middle,m,,,
11868,and that the rear,m,,,
11869,please remain seated whilst the attachment is being made,w,,,
11870,please remain seated whilst the detachment is being made,w,,,
11871,coach will detach at,m,,,
11872,2 coaches will detach at,m,,,
11873,3 coaches will detach at,m,,,
11874,4 coaches will detach at,m,,,
11875,5 coaches will detach at,m,,,
11876,6 coaches will detach at,m,,,
11877,7 coaches will detach at,m,,,
11878,8 coaches will detach at,m,,,
11879,9 coaches will detach at,m,,,
11880,10 coaches will detach at,m,,,
11881,11 coaches will detach at,m,,,
11882,12 coaches will detach at,m,,,
11883,this station,e,,,
11884,will be attached to the front of the train at this station,e,,,
11885,will be attached to the middle of the train at this station,e,,,
11886,will be attached to the rear of the train at this station,e,,,
11887,will be attached to the front of the train at,m,,,
11888,will be attached to the middle of the train at,m,,,
11889,will be attached to the rear of the train at,m,,,
11891,please note that a coach,s,,,
11892,please note that 2 coaches,s,,,
11893,please note that 3 coaches,s,,,
11894,please note that 4 coaches,s,,,
11895,please note that 5 coaches,s,,,
11896,please note that 6 coaches,s,,,
11897,please note that 7 coaches,s,,,
11898,please note that 8 coaches,s,,,
11899,please note that 9 coaches,s,,,
11900,please note that 10 coaches,s,,,
11901,please note that 11 coaches,s,,,
11902,please note that 12 coaches,s,,,
11903,and that a coach,m,,,
11904,and that 2 coaches,m,,,
11905,and that 3 coaches,m,,,
11906,and that 4 coaches,m,,,
11907,and that 5 coaches,m,,,
11908,and that 6 coaches,m,,,
11909,and that 7 coaches,m,,,
11910,and that 8 coaches,m,,,
11911,and that 9 coaches,m,,,
11912,and that 10 coaches,m,,,
11913,and that 11 coaches,m,,,
11914,and that 12 coaches,m,,,
11915,mind the gap between the train and the platform,w,,,
11916,mind the gap,w,,,
11917,in the interests of safety please stand clear while the train attaches,w,,,
11918,in the interests of safety stand clear while the train attaches,w,,,
11919,please stand clear while the train attaches,w,,,
12000,KMP,m,,station,
12001,Kempton Park Racecourse,m,,station,
12002,Glynde Gap,m,,station,
12003,Airport,m,Tyne & Wear Metro,station,
12004,Callerton Parkway,m,Tyne & Wear Metro,station,
12005,Bank Foot,m,Tyne & Wear Metro,station,
12006,Kingston Park,m,Tyne & Wear Metro,station,
12007,Fawdon,m,Tyne & Wear Metro,station,
12008,Wansbeck Road,m,Tyne & Wear Metro,station,
12009,Regent Centre,m,Tyne & Wear Metro,station,
12010,South Gosforth,m,Tyne & Wear Metro,station,
12011,Ilford Road,m,Tyne & Wear Metro,station,
12012,West Jesmond,m,Tyne & Wear Metro,station,
12013,Jesmond,m,,station,
12014,Monument,m,Tyne & Wear Metro,station,
12015,Central Station,m,Tyne & Wear Metro,station,
12016,Gateshead Stadium,m,Tyne & Wear Metro,station,
12017,Felling,m,Tyne & Wear Metro,station,
12018,Pelaw,m,Tyne & Wear Metro,station,
12019,Hebburn,m,Tyne & Wear Metro,station,
12020,Jarrow,m,Tyne & Wear Metro,station,
12021,Bede,m,Tyne & Wear Metro,station,
12022,Tyne Dock,m,Tyne & Wear Metro,station,
12023,South Shields,m,Tyne & Wear Metro,station,
12024,Longbenton,m,Tyne & Wear Metro,station,
12025,Four Lane Ends,m,Tyne & Wear Metro,station,
12026,BNO,m,Tyne & Wear Metro,station,
12027,Palmersville,m,Tyne & Wear Metro,station,
12028,Shiremoor,m,Tyne & Wear Metro,station,
12029,West Monkseaton,m,Tyne & Wear Metro,station,
12030,Monkseaton,m,,station,
12031,Whitley Bay,m,Tyne & Wear Metro,station,
12032,Cullercoats,m,Tyne & Wear Metro,station,
12033,Tynemouth,m,Tyne & Wear Metro,station,
12034,North Shields,m,Tyne & Wear Metro,station,
12035,Meadow Well,m,Tyne & Wear Metro,station,
12036,Percy Main,m,Tyne & Wear Metro,station,
12037,Howdon,m,Tyne & Wear Metro,station,
12038,Hadrian Road,m,Tyne & Wear Metro,station,
12039,Wallsend,m,Tyne & Wear Metro,station,
12040,Walkergate,m,Tyne & Wear Metro,station,
12041,Chillingham Road,m,Tyne & Wear Metro,station,
12042,Byker,m,Tyne & Wear Metro,station,
12043,St James,m,Tyne & Wear Metro,station,
12044,Fellgate,m,Tyne & Wear Metro,station,
12045,Stadium of Light,m,Tyne & Wear Metro,station,
12046,St Peters,m,Tyne & Wear Metro,station,
12047,Park Lane,m,Tyne & Wear Metro,station,
12048,Millfield,m,Tyne & Wear Metro,station,
12049,Pallion,m,Tyne & Wear Metro,station,
12050,South Hylton,m,Tyne & Wear Metro,station,
12051,AMD,m,,station,
12052,Ampress Works,m,,station,
12053,Ampress,m,,station,
12054,BDZ,m,,station,
12055,BCJ,m,,station,
12056,Channel Islands,m,,station,
12057,CHC - Glasgow,m,,station,
12058,Cherbourg,m,,station,
12059,Dagenham East,m,,station,
12060,Dearne,m,not sure,station,
12061,DBR,m,,station,
12062,Earls Court,m,,station,
12063,HYM - Edinburgh Haymarket,m,,station,
12064,Galley Hill,m,,station,
12065,Gosport Metro,m,,station,
12066,Halterworth,m,,station,
12067,MHR - Harborough,m,,station,
12068,Harmans Cross,m,Swanage Railway,station,
12069,Harwich,m,,station,
12070,HOP,m,,station,
12071,HPE,m,,station,
12072,HSE,m,,station,
12073,Le Havre,m,,station,
12074,LNF,m,,station,
12075,MUF,m,,station,
12076,Marchwood,m,,station,
12077,Merrow,m,,station,
12078,Normandy,m,,station,
12079,Penffordd,m,,station,
12080,"ROT,Rotterdam CS",m,,station,
12081,Ryde IoW,m,,station,
12082,Sandown Park Racecourse,m,,station,
12083,SKK - by bus,m,,station,
12084,silverlink county,m,,toc,
12085,SNT - Thornton Cheshire,m,,station,
12086,GLT - Thornton Fife,m,,station,
12087,WHH,m,,station,
12088,HNF,m,pronounced as hendersford,station,
12089,Rother Valley Parkway,m,,station,
12090,Rother Valley Parkway Sheffield,m,,station,
12091,Rother Valley Parkway for Sheffield,m,,station,
12092,Worcester Parkway,m,,station,
12094,CFR,m,,station,
12097,GRH,m,alison mckay,station,Y
12098,Brinsford,m,Proposed station near Wolverhampton,station,
12100,St Pancras Thameslink,m,,station,
12101,Kings Cross St Pancras Thameslink,m,,station,
12102,STP - St Pancras International,m,,station,
12103,STP - St Pancras Midland Mainline,m,,station,
12104,STP - Kings Cross St Pancras International,m,,station,
12105,HHY (old),m,,station,
12106,CNN,m,,station,
12107,DLJ,m,,station,
12108,HGG,m,,station,
12109,HOX,m,,station,
12110,Shoreditch,m,,station,
12111,ZLW,m,,station,
12112,SDE,m,,station,
12113,this station,m,,,
12114,northbound services,m,,,
12115,southbound services,m,,,
12116,eastbound services,m,,,
12117,westbound services,m,,,
12118,london-bound services,m,,,
12151,Newcastle Airport,m,Tyne & Wear Metro,station,
12153,Newcastle City Centre,m,Tyne & Wear Metro,station,
12155,Newcastle St James,m,Tyne & Wear Metro,station,
12160,Pelaw,m,Tyne & Wear Metro,station,
12197,BKG,m,TfL,station,
12253,ABD,m,,station,
12254,AAP,m,,station,
12255,ALM,m,,station,
12256,ARB,m,,station,
12257,ARL,m,,station,
12258,AWM,m,,station,
12259,AUD,m,,station,
12260,BDK,m,,station,
12261,BAY,m,,station,
12262,BWK,m,,station,
12263,BIW,m,,station,
12264,BIS,m,,station,
12265,BOP,m,,station,
12266,BDQ,m,,station,
12267,BPK,m,,station,
12268,BXB,m,,station,
12269,CBG,m,,station,
12270,CHN,m,,station,
12271,CWH,m,,station,
12272,CUF,m,,station,
12273,DAR,m,,station,
12274,DON,m,,station,
12275,DOW,m,,station,
12276,DYP,m,,station,
12277,DUN,m,,station,
12278,DEE,m,,station,
12279,DHM,m,,station,
12280,EDB,m,,station,
12281,ESM,m,,station,
12282,ELY,m,,station,
12283,ENC,m,,station,
12284,EXR,m,,station,
12285,FPK,m,,station,
12286,FXN,m,,station,
12287,GLC,m,,station,
12288,GDH,m,,station,
12289,GPK,m,,station,
12290,GRA,m,,station,
12291,GRC,m,,station,
12292,HDW,m,,station,
12293,HWN,m,,station,
12294,HGY,m,,station,
12295,HGT,m,,station,
12296,HAT,m,,station,
12297,HYM,m,,station,
12298,HFN,m,,station,
12299,"NWE,NWP",m,,station,
12300,HIT,m,,station,
12301,HRN,m,,station,
12302,HRS,m,,station,
12303,HUS,m,,station,
12304,HUN,m,,station,
12305,INK,m,,station,
12306,Kings Cross,m,CRS: KGX,station,
12307,KLN,m,,station,
12308,KDY,m,,station,
12309,KBW,m,,station,
12310,LDS,m,,station,
12311,LET,m,,station,
12312,LET - Letchworth,m,,station,
12313,LEU,m,,station,
12314,LTP,m,,station,
12315,Liverpool Street,m,CRS: LST - Useful for Lizzy Line,station,
12316,HHY,m,,station,
12317,KGX,m,,station,
12318,LST,m,,station,
12319,MEL,m,,station,
12320,MTS,m,,station,
12321,MOG,m,,station,
12322,MPT,m,,station,
12323,MTH,m,,station,
12324,NBA,m,,station,
12325,NSG,m,,station,
12326,NNG,m,,station,
12327,NCL,m,,station,
12328,NWE,m,,station,
12329,NTR,m,,station,
12330,OKL,m,,station,
12331,OLD,m,,station,
12332,PAL,m,,station,
12333,PBO,m,,station,
12334,PBR,m,,station,
12335,RET,m,,station,
12336,RYS,m,,station,
12337,Sandringham Norwich Gates,m,,station,
12338,Sandringham Visitor Centre,m,,station,
12339,Sandringham,m,,station,
12340,SDY,m,,station,
12341,SAW,m,,station,
12342,SED,m,,station,
12343,STH,m,,station,
12344,SKI,m,,station,
12345,SNO,m,,station,
12346,SSD,m,,station,
12347,SST,m,,station,
12348,SVG,m,,station,
12349,STN,m,,station,
12350,TOM,m,,station,
12351,WKF,m,,station,
12352,WBC,m,,station,
12353,WTG,m,,station,
12354,WAS,m,,station,
12355,WMG,m,,station,
12356,WGC,m,,station,
12357,WLW,m,,station,
12358,WLF - Whittlesford,m,,station,
12359,WIH,m,,station,
12360,YRK,m,,station,
12361,LMR,m,,station,
12362,Willenhall,m,"Disused, now being rebuilt station in TfWM",station,
12363,Aldridge,m,"Disused, now being rebuilt station in TfWM",station,
12364,Streetly,m,"Disused, now being rebuilt station in TfWM",station,
12460,Tower Hill,m,TfL,station,
12462,Turnham Green,m,TfL,station,
12465,Upminster,m,TfL,station,
12484,WEH (old),m,TfL,station,
12501,Dagenham,m,TfL,station,
12502,Kensington High Street,m,TfL,station,
12527,Corsham,m,Disused station in Wiltshire,station,
12603,Wapping,m,TfL,station,
12604,Rotherhithe,m,TfL,station,
12605,Canada Water,m,TfL,station,
12606,Surrey Quays,m,TfL,station,
12607,New Cross,m,TfL,station,
12608,New Cross Gate,m,TfL,station,
12609,Surrey Canal Road,m,Proposed LOROL station in Bermondsey,station,
12610,Queens Road Peckham,m,TfL,station,
12611,Peckham Rye,m,TfL,station,
12612,Denmark Hill,m,TfL,station,
12613,Loughborough Junction,m,TfL,station,
12614,Brixton,m,TfL,station,
12615,Clapham High Street,m,TfL,station,
12616,Cody Road,m,TfL,station,
12617,WEH,m,TfL,station,
12618,Abbey Road,m,TfL,station,
12619,Stratford Market,m,TfL,station,
12620,Stratford,m,TfL,station,
12621,SFA,m,,station,
12622,Langdon Park,m,TfL,station,
12623,Thames Wharf,m,,station,
12624,northern subway,m,,,
12625,southern subway,m,,,
12626,western subway,m,,,
12627,eastern subway,m,,,
12628,central subway,m,,,
12629,the northern subway,m,,,
12630,the southern subway,m,,,
12631,the western subway,m,,,
12632,the eastern subway,m,,,
12633,the central subway,m,,,
12634,ticket barrier,m,,,
12635,ticket barriers,m,,,
12636,station entrance,m,,,
12637,station concourse,m,,,
12638,concourse,m,,,
12639,the ticket barrier,m,,,
12640,the ticket barriers,m,,,
12641,the station entrance,m,,,
12642,the station concourse,m,,,
12643,the concourse,m,,,
12644,ticket hall,m,,,
12645,northern ticket hall,m,,,
12646,southern ticket hall,m,,,
12647,eastern ticket hall,m,,,
12648,western ticket hall,m,,,
12649,the ticket hall,m,,,
12650,the northern ticket hall,m,,,
12651,the southern ticket hall,m,,,
12652,the eastern ticket hall,m,,,
12653,the western ticket hall,m,,,
12654,northern footbridge,m,,,
12655,southern footbridge,m,,,
12656,western footbridge,m,,,
12657,eastern footbridge,m,,,
12658,central footbridge,m,,,
12659,the northern footbridge,m,,,
12660,the southern footbridge,m,,,
12661,the western footbridge,m,,,
12662,the eastern footbridge,m,,,
12663,the central footbridge,m,,,
12664,the olympic village,m,,,
12665,the olympic stadium,m,,,
12666,the olympic games stadium,m,,,
12667,the olympic games arena,m,,,
12668,olympic village,m,,,
12669,olympic stadium,m,,,
12670,olympic games stadium,m,,,
12671,olympic games arena,m,,,
12672,LPY,m,,station,
12673,Liverpool South,m,,station,
12674,Leeds Castle,m,,station,
12675,KSN,m,,station,
12688,CEH,m,,station,
12694,DBG,m,,station,
12698,SPB,m,,station,
12699,EMD,m,,station,
12727,the train being diverted from its scheduled route,e,,disruption-reason,
12728,the train being diverted from its scheduled route,m,,disruption-reason,
12847,please join the front,m,,,
12848,coach,m,,,
12849,of this train,e,,,
12850,please join the front coach of this train,e,,,
12851,please join the front 2 coaches of this train,e,,,
12852,please join the front 3 coaches of this train,e,,,
12853,please join the front 4 coaches of this train,e,,,
12854,please join the front 5 coaches of this train,e,,,
12855,please join the front 6 coaches of this train,e,,,
12856,please join the front 7 coaches of this train,e,,,
12857,please join the front 8 coaches of this train,e,,,
12858,please join the front 9 coaches of this train,e,,,
12859,please join the front 10 coaches of this train,e,,,
12860,please join the front 11 coaches of this train,e,,,
12861,please join the front 12 coaches of this train,e,,,
12862,please join the front coach only of this train,e,,,
12863,please join the front,m,,,
12864,coaches of this train,e,,,
12865,coaches only of this train,e,,,
12866,please join the middle,m,,,
12867,coach,m,,,
12868,of this train,e,,,
12869,please join the middle coach of this train,e,,,
12870,please join the middle 2 coaches of this train,e,,,
12871,please join the middle 3 coaches of this train,e,,,
12872,please join the middle 4 coaches of this train,e,,,
12873,please join the middle 5 coaches of this train,e,,,
12874,please join the middle 6 coaches of this train,e,,,
12875,please join the middle 7 coaches of this train,e,,,
12876,please join the middle 8 coaches of this train,e,,,
12877,please join the middle 9 coaches of this train,e,,,
12878,please join the middle 10 coaches of this train,e,,,
12879,please join the middle 11 coaches of this train,e,,,
12880,please join the middle 12 coaches of this train,e,,,
12881,please join the middle coach only of this train,e,,,
12882,please join the middle,m,,,
12883,coaches of this train,e,,,
12884,coaches only of this train,e,,,
12885,please join the rear,m,,,
12886,coach of this train,e,,,
12887,please join the rear coach of this train,e,,,
12888,please join the rear 2 coaches of this train,e,,,
12889,please join the rear 3 coaches of this train,e,,,
12890,please join the rear 4 coaches of this train,e,,,
12891,please join the rear 5 coaches of this train,e,,,
12892,please join the rear 6 coaches of this train,e,,,
12893,please join the rear 7 coaches of this train,e,,,
12894,please join the rear 8 coaches of this train,e,,,
